created_at,entry_id,field1,latitude,longitude,elevation,status
2023-03-06T00:09:36+00:00,63,19.125,,,,
2023-03-06T00:09:52+00:00,64,19.125,,,,
2023-03-06T00:10:08+00:00,65,19.125,,,,
2023-03-06T00:10:24+00:00,66,19.125,,,,
2023-03-06T00:10:40+00:00,67,19.125,,,,
2023-03-06T00:10:56+00:00,68,19.125,,,,
2023-03-06T00:11:12+00:00,69,19.125,,,,
2023-03-06T00:11:28+00:00,70,19.125,,,,
2023-03-06T00:11:44+00:00,71,19.1875,,,,
2023-03-06T00:12:00+00:00,72,19.125,,,,
2023-03-06T00:12:15+00:00,73,19.125,,,,
2023-03-06T00:12:31+00:00,74,19.125,,,,
2023-03-06T00:12:47+00:00,75,19.125,,,,
2023-03-06T00:13:03+00:00,76,19.1875,,,,
2023-03-06T00:13:19+00:00,77,19.125,,,,
2023-03-06T00:13:35+00:00,78,19.1875,,,,
2023-03-06T00:13:51+00:00,79,19.1875,,,,
2023-03-06T00:14:07+00:00,80,19.1875,,,,
2023-03-06T00:14:23+00:00,81,19.125,,,,
2023-03-06T00:14:39+00:00,82,19.1875,,,,
2023-03-06T00:14:55+00:00,83,19.1875,,,,
2023-03-06T00:15:11+00:00,84,19.1875,,,,
2023-03-06T00:15:27+00:00,85,19.1875,,,,
2023-03-06T00:15:42+00:00,86,19.1875,,,,
2023-03-06T00:15:58+00:00,87,19.125,,,,
2023-03-06T00:16:14+00:00,88,19.1875,,,,
2023-03-06T00:16:30+00:00,89,19.1875,,,,
2023-03-06T00:16:46+00:00,90,19.1875,,,,
2023-03-06T00:17:02+00:00,91,19.1875,,,,
2023-03-06T00:17:18+00:00,92,19.1875,,,,
2023-03-06T00:17:34+00:00,93,19.1875,,,,
2023-03-06T00:17:50+00:00,94,19.1875,,,,
2023-03-06T00:18:06+00:00,95,19.1875,,,,
2023-03-06T00:18:22+00:00,96,19.1875,,,,
2023-03-06T00:18:38+00:00,97,19.1875,,,,
2023-03-06T00:18:53+00:00,98,19.1875,,,,
2023-03-06T00:19:09+00:00,99,19.1875,,,,
2023-03-06T00:19:25+00:00,100,19.1875,,,,
2023-03-06T00:19:41+00:00,101,19.1875,,,,
2023-03-06T00:19:57+00:00,102,19.1875,,,,
2023-03-06T00:20:13+00:00,103,19.1875,,,,
2023-03-06T00:20:29+00:00,104,19.1875,,,,
2023-03-06T00:20:45+00:00,105,19.1875,,,,
2023-03-06T00:21:01+00:00,106,19.25,,,,
2023-03-06T00:21:17+00:00,107,19.1875,,,,
2023-03-06T00:21:33+00:00,108,19.25,,,,
2023-03-06T00:21:49+00:00,109,19.25,,,,
2023-03-06T00:22:05+00:00,110,19.25,,,,
2023-03-06T00:22:20+00:00,111,19.1875,,,,
2023-03-06T06:40:17+00:00,112,19.625,,,,
2023-03-06T06:40:33+00:00,113,19.625,,,,
2023-03-06T06:40:49+00:00,114,19.5625,,,,
2023-03-06T23:38:56+00:00,115,19.25,,,,
2023-03-06T23:39:12+00:00,116,19.25,,,,
2023-03-06T23:39:28+00:00,117,19.25,,,,
2023-03-06T23:39:44+00:00,118,19.25,,,,
2023-03-06T23:40:00+00:00,119,19.25,,,,
2023-03-06T23:40:16+00:00,120,19.1875,,,,
2023-03-06T23:40:31+00:00,121,19.25,,,,
2023-03-06T23:40:47+00:00,122,19.1875,,,,
2023-03-06T23:41:03+00:00,123,19.25,,,,
2023-03-06T23:41:19+00:00,124,19.25,,,,
2023-03-06T23:41:35+00:00,125,19.25,,,,
2023-03-06T23:41:51+00:00,126,19.25,,,,
2023-03-06T23:42:07+00:00,127,19.25,,,,
2023-03-06T23:42:23+00:00,128,19.25,,,,
2023-03-06T23:42:39+00:00,129,19.25,,,,
2023-03-06T23:42:55+00:00,130,19.25,,,,
2023-03-06T23:43:11+00:00,131,19.25,,,,
2023-03-06T23:43:27+00:00,132,19.25,,,,
2023-03-06T23:43:42+00:00,133,19.25,,,,
2023-03-06T23:43:58+00:00,134,19.25,,,,
2023-03-06T23:44:14+00:00,135,19.25,,,,
2023-03-06T23:44:30+00:00,136,19.25,,,,
2023-03-06T23:44:46+00:00,137,19.25,,,,
2023-03-06T23:45:02+00:00,138,19.25,,,,
2023-03-06T23:45:18+00:00,139,19.25,,,,
2023-03-06T23:45:34+00:00,140,19.25,,,,
2023-03-06T23:45:50+00:00,141,19.25,,,,
2023-03-06T23:46:06+00:00,142,19.25,,,,
2023-03-06T23:46:22+00:00,143,19.1875,,,,
2023-03-06T23:46:38+00:00,144,19.25,,,,
2023-03-06T23:46:53+00:00,145,19.25,,,,
2023-03-06T23:47:09+00:00,146,19.25,,,,
2023-03-06T23:47:25+00:00,147,19.25,,,,
2023-03-06T23:47:41+00:00,148,19.25,,,,
2023-03-06T23:47:57+00:00,149,19.25,,,,
2023-03-06T23:48:13+00:00,150,19.25,,,,
2023-03-06T23:48:29+00:00,151,19.25,,,,
2023-03-06T23:48:45+00:00,152,19.25,,,,
2023-03-06T23:49:01+00:00,153,19.1875,,,,
2023-03-06T23:49:17+00:00,154,19.25,,,,
2023-03-06T23:49:33+00:00,155,19.25,,,,
2023-03-06T23:49:49+00:00,156,19.25,,,,
2023-03-06T23:50:05+00:00,157,19.25,,,,
2023-03-06T23:50:20+00:00,158,19.1875,,,,
2023-03-06T23:50:36+00:00,159,19.25,,,,
2023-03-06T23:50:52+00:00,160,19.25,,,,
2023-03-06T23:51:08+00:00,161,19.25,,,,
2023-03-06T23:51:24+00:00,162,19.25,,,,
2023-03-06T23:51:40+00:00,163,19.1875,,,,
2023-03-06T23:51:56+00:00,164,19.1875,,,,
2023-03-06T23:52:12+00:00,165,19.1875,,,,
2023-03-06T23:52:28+00:00,166,19.25,,,,
2023-03-06T23:52:44+00:00,167,19.25,,,,
2023-03-06T23:52:59+00:00,168,19.1875,,,,
2023-03-06T23:53:15+00:00,169,19.25,,,,
2023-03-06T23:53:31+00:00,170,19.1875,,,,
2023-03-06T23:53:47+00:00,171,19.1875,,,,
2023-03-06T23:54:03+00:00,172,19.25,,,,
2023-03-06T23:54:19+00:00,173,19.25,,,,
2023-03-06T23:54:35+00:00,174,19.1875,,,,
2023-03-06T23:54:51+00:00,175,19.1875,,,,
2023-03-06T23:55:07+00:00,176,19.25,,,,
2023-03-06T23:55:23+00:00,177,19.1875,,,,
2023-03-06T23:55:39+00:00,178,19.1875,,,,
2023-03-06T23:55:55+00:00,179,19.1875,,,,
2023-03-06T23:56:10+00:00,180,19.1875,,,,
2023-03-06T23:56:26+00:00,181,19.1875,,,,
2023-03-06T23:56:42+00:00,182,19.25,,,,
2023-03-06T23:56:58+00:00,183,19.25,,,,
2023-03-06T23:57:14+00:00,184,19.1875,,,,
2023-03-06T23:57:30+00:00,185,19.1875,,,,
2023-03-06T23:57:46+00:00,186,19.1875,,,,
2023-03-06T23:58:02+00:00,187,19.1875,,,,
2023-03-06T23:58:18+00:00,188,19.1875,,,,
2023-03-06T23:58:34+00:00,189,19.1875,,,,
2023-03-06T23:58:50+00:00,190,19.1875,,,,
2023-03-06T23:59:06+00:00,191,19.1875,,,,
2023-03-06T23:59:22+00:00,192,19.1875,,,,
2023-03-06T23:59:37+00:00,193,19.1875,,,,
2023-03-06T23:59:53+00:00,194,19.25,,,,
2023-03-07T00:00:09+00:00,195,19.1875,,,,
2023-03-07T00:00:25+00:00,196,19.1875,,,,
2023-03-07T00:00:41+00:00,197,19.1875,,,,
2023-03-07T00:00:57+00:00,198,19.1875,,,,
2023-03-07T00:01:13+00:00,199,19.1875,,,,
2023-03-07T00:01:29+00:00,200,19.1875,,,,
2023-03-07T00:01:45+00:00,201,19.1875,,,,
2023-03-07T00:02:01+00:00,202,19.1875,,,,
2023-03-07T00:02:17+00:00,203,19.1875,,,,
2023-03-07T00:02:33+00:00,204,19.1875,,,,
2023-03-07T00:02:49+00:00,205,19.1875,,,,
2023-03-07T00:03:04+00:00,206,19.1875,,,,
2023-03-07T00:03:20+00:00,207,19.1875,,,,
2023-03-07T00:03:36+00:00,208,19.1875,,,,
2023-03-07T00:03:52+00:00,209,19.1875,,,,
2023-03-07T00:04:08+00:00,210,19.125,,,,
2023-03-07T00:04:24+00:00,211,19.1875,,,,
2023-03-07T00:04:40+00:00,212,19.1875,,,,
2023-03-07T00:04:56+00:00,213,19.1875,,,,
2023-03-07T00:05:12+00:00,214,19.1875,,,,
2023-03-07T00:05:28+00:00,215,19.1875,,,,
2023-03-07T00:05:44+00:00,216,19.1875,,,,
2023-03-07T00:05:59+00:00,217,19.1875,,,,
2023-03-07T00:06:15+00:00,218,19.1875,,,,
2023-03-07T00:06:31+00:00,219,19.1875,,,,
2023-03-07T00:06:47+00:00,220,19.125,,,,
2023-03-07T00:07:03+00:00,221,19.1875,,,,
2023-03-07T00:07:19+00:00,222,19.1875,,,,
2023-03-07T00:07:35+00:00,223,19.125,,,,
2023-03-07T00:07:51+00:00,224,19.1875,,,,
2023-03-07T00:08:07+00:00,225,19.1875,,,,
2023-03-07T00:08:23+00:00,226,19.1875,,,,
2023-03-07T00:08:39+00:00,227,19.1875,,,,
2023-03-07T00:08:55+00:00,228,19.1875,,,,
2023-03-07T00:09:10+00:00,229,19.1875,,,,
2023-03-07T00:09:26+00:00,230,19.1875,,,,
2023-03-07T00:09:42+00:00,231,19.1875,,,,
2023-03-07T00:09:58+00:00,232,19.1875,,,,
2023-03-07T00:10:14+00:00,233,19.1875,,,,
2023-03-07T00:10:30+00:00,234,19.1875,,,,
2023-03-07T00:10:46+00:00,235,19.1875,,,,
2023-03-07T00:11:02+00:00,236,19.1875,,,,
2023-03-07T00:11:18+00:00,237,19.1875,,,,
2023-03-07T00:11:34+00:00,238,19.125,,,,
2023-03-07T00:11:50+00:00,239,19.1875,,,,
2023-03-07T00:12:06+00:00,240,19.125,,,,
2023-03-07T00:12:22+00:00,241,19.125,,,,
2023-03-07T00:12:37+00:00,242,19.1875,,,,
2023-03-07T00:12:53+00:00,243,19.125,,,,
2023-03-07T00:13:09+00:00,244,19.125,,,,
2023-03-07T00:13:25+00:00,245,19.1875,,,,
2023-03-07T00:13:41+00:00,246,19.1875,,,,
2023-03-07T00:13:57+00:00,247,19.125,,,,
2023-03-07T00:14:13+00:00,248,19.125,,,,
2023-03-07T00:14:29+00:00,249,19.1875,,,,
2023-03-07T00:14:45+00:00,250,19.125,,,,
2023-03-07T00:15:01+00:00,251,19.125,,,,
2023-03-07T00:15:17+00:00,252,19.1875,,,,
2023-03-07T00:15:32+00:00,253,19.1875,,,,
2023-03-07T00:15:48+00:00,254,19.1875,,,,
2023-03-07T00:16:04+00:00,255,19.125,,,,
2023-03-07T00:16:20+00:00,256,19.1875,,,,
2023-03-07T00:16:36+00:00,257,19.125,,,,
2023-03-07T00:16:52+00:00,258,19.125,,,,
2023-03-07T00:17:08+00:00,259,19.125,,,,
2023-03-07T00:17:24+00:00,260,19.125,,,,
2023-03-07T00:17:40+00:00,261,19.125,,,,
2023-03-07T00:17:56+00:00,262,19.125,,,,
2023-03-07T00:18:12+00:00,263,19.125,,,,
2023-03-07T00:18:28+00:00,264,19.125,,,,
2023-03-07T00:18:44+00:00,265,19.125,,,,
2023-03-07T00:18:59+00:00,266,19.125,,,,
2023-03-07T00:19:15+00:00,267,19.125,,,,
2023-03-07T00:19:31+00:00,268,19.125,,,,
2023-03-07T00:19:47+00:00,269,19.125,,,,
2023-03-07T00:20:03+00:00,270,19.125,,,,
2023-03-07T00:20:19+00:00,271,19.125,,,,
2023-03-07T00:20:35+00:00,272,19.125,,,,
2023-03-07T00:20:51+00:00,273,19.125,,,,
2023-03-07T00:21:07+00:00,274,19.125,,,,
2023-03-07T00:21:23+00:00,275,19.125,,,,
2023-03-07T00:21:39+00:00,276,19.125,,,,
2023-03-07T00:21:55+00:00,277,19.125,,,,
2023-03-07T00:22:11+00:00,278,19.125,,,,
2023-03-07T00:22:26+00:00,279,19.125,,,,
2023-03-07T00:22:42+00:00,280,19.125,,,,
2023-03-07T00:22:58+00:00,281,19.125,,,,
2023-03-07T00:23:14+00:00,282,19.125,,,,
2023-03-07T00:23:30+00:00,283,19.125,,,,
2023-03-07T00:23:46+00:00,284,19.125,,,,
2023-03-07T00:24:02+00:00,285,19.125,,,,
2023-03-07T00:24:18+00:00,286,19.125,,,,
2023-03-07T00:24:34+00:00,287,19.125,,,,
2023-03-07T00:24:50+00:00,288,19.125,,,,
2023-03-07T00:25:06+00:00,289,19.125,,,,
2023-03-07T00:25:22+00:00,290,19.125,,,,
2023-03-07T00:25:37+00:00,291,19.125,,,,
2023-03-07T00:25:53+00:00,292,19.125,,,,
2023-03-07T00:26:09+00:00,293,19.125,,,,
2023-03-07T00:26:25+00:00,294,19.125,,,,
2023-03-07T00:26:41+00:00,295,19.125,,,,
2023-03-07T00:26:57+00:00,296,19.125,,,,
2023-03-07T00:27:13+00:00,297,19.125,,,,
2023-03-07T00:27:29+00:00,298,19.125,,,,
2023-03-07T00:27:45+00:00,299,19.125,,,,
2023-03-07T00:28:01+00:00,300,19.125,,,,
2023-03-07T00:28:17+00:00,301,19.125,,,,
2023-03-07T00:28:33+00:00,302,19.125,,,,
2023-03-07T00:28:49+00:00,303,19.125,,,,
2023-03-07T00:29:04+00:00,304,19.125,,,,
2023-03-07T00:29:20+00:00,305,19.125,,,,
2023-03-07T00:29:36+00:00,306,19.125,,,,
2023-03-07T00:29:52+00:00,307,19.125,,,,
2023-03-07T00:30:08+00:00,308,19.125,,,,
2023-03-07T00:30:24+00:00,309,19.125,,,,
2023-03-07T00:30:40+00:00,310,19.125,,,,
2023-03-07T00:30:56+00:00,311,19.125,,,,
2023-03-07T00:31:12+00:00,312,19.0625,,,,
2023-03-07T00:31:28+00:00,313,19.0625,,,,
2023-03-07T00:31:44+00:00,314,19.125,,,,
2023-03-07T00:31:59+00:00,315,19.0625,,,,
2023-03-07T00:32:15+00:00,316,19.0625,,,,
2023-03-07T00:32:31+00:00,317,19.125,,,,
2023-03-07T00:32:47+00:00,318,19.125,,,,
2023-03-07T00:33:03+00:00,319,19.0625,,,,
2023-03-07T00:33:19+00:00,320,19.125,,,,
2023-03-07T00:33:35+00:00,321,19.125,,,,
2023-03-07T00:33:51+00:00,322,19.125,,,,
2023-03-07T00:34:07+00:00,323,19.0625,,,,
2023-03-07T00:34:23+00:00,324,19.0625,,,,
2023-03-07T00:34:39+00:00,325,19.125,,,,
2023-03-07T00:34:55+00:00,326,19.0625,,,,
2023-03-07T00:35:10+00:00,327,19.125,,,,
2023-03-07T00:35:26+00:00,328,19.125,,,,
2023-03-07T00:35:42+00:00,329,19.0625,,,,
2023-03-07T00:35:58+00:00,330,19.125,,,,
2023-03-07T00:36:14+00:00,331,19.0625,,,,
2023-03-07T00:36:30+00:00,332,19.0625,,,,
2023-03-07T00:36:46+00:00,333,19.0625,,,,
2023-03-07T00:37:02+00:00,334,19.0625,,,,
2023-03-07T00:37:18+00:00,335,19.0625,,,,
2023-03-07T00:37:34+00:00,336,19.0625,,,,
2023-03-07T00:37:50+00:00,337,19.0625,,,,
2023-03-07T00:38:06+00:00,338,19.0625,,,,
2023-03-07T00:38:21+00:00,339,19.125,,,,
2023-03-07T00:38:37+00:00,340,19.0625,,,,
2023-03-07T00:38:53+00:00,341,19.0625,,,,
2023-03-07T00:39:09+00:00,342,19.0625,,,,
2023-03-07T00:39:25+00:00,343,19.125,,,,
2023-03-07T00:39:41+00:00,344,19.125,,,,
2023-03-07T00:39:57+00:00,345,19.125,,,,
2023-03-07T00:40:13+00:00,346,19.125,,,,
2023-03-07T00:40:29+00:00,347,19.125,,,,
2023-03-07T00:40:45+00:00,348,19.0625,,,,
2023-03-07T00:41:01+00:00,349,19.0625,,,,
2023-03-07T00:41:17+00:00,350,19.125,,,,
2023-03-07T00:41:33+00:00,351,19.125,,,,
2023-03-07T00:41:48+00:00,352,19.0625,,,,
2023-03-07T00:42:04+00:00,353,19.0625,,,,
2023-03-07T00:42:20+00:00,354,19.125,,,,
2023-03-07T00:42:36+00:00,355,19.0625,,,,
2023-03-07T00:42:52+00:00,356,19.0625,,,,
2023-03-07T00:43:08+00:00,357,19.0625,,,,
2023-03-07T00:43:24+00:00,358,19.125,,,,
2023-03-07T00:43:40+00:00,359,19.0625,,,,
2023-03-07T00:43:56+00:00,360,19.125,,,,
2023-03-07T00:44:12+00:00,361,19.0625,,,,
2023-03-07T00:44:28+00:00,362,19.125,,,,
2023-03-07T00:44:44+00:00,363,19.0625,,,,
2023-03-07T00:44:59+00:00,364,19.0625,,,,
2023-03-07T00:45:15+00:00,365,19.0625,,,,
2023-03-07T00:45:31+00:00,366,19.0625,,,,
2023-03-07T00:45:47+00:00,367,19.0625,,,,
2023-03-07T00:46:03+00:00,368,19.125,,,,
2023-03-07T00:46:19+00:00,369,19.125,,,,
2023-03-07T00:46:35+00:00,370,19.125,,,,
2023-03-07T00:46:51+00:00,371,19.0625,,,,
2023-03-07T00:47:07+00:00,372,19.0625,,,,
2023-03-07T00:47:23+00:00,373,19.0625,,,,
2023-03-07T00:47:38+00:00,374,19.0625,,,,
2023-03-07T00:47:54+00:00,375,19.0625,,,,
2023-03-07T00:48:10+00:00,376,19.0625,,,,
2023-03-07T00:48:26+00:00,377,19.0625,,,,
2023-03-07T00:48:42+00:00,378,19.125,,,,
2023-03-07T00:48:58+00:00,379,19.0625,,,,
2023-03-07T00:49:14+00:00,380,19.0625,,,,
2023-03-07T00:49:30+00:00,381,19.0625,,,,
2023-03-07T00:49:46+00:00,382,19.0625,,,,
2023-03-07T00:50:02+00:00,383,19.0625,,,,
2023-03-07T00:50:18+00:00,384,19.0625,,,,
2023-03-07T00:50:34+00:00,385,19.0625,,,,
2023-03-07T00:50:49+00:00,386,19.0625,,,,
2023-03-07T00:51:05+00:00,387,19.0625,,,,
2023-03-07T00:51:21+00:00,388,19.0625,,,,
2023-03-07T00:51:37+00:00,389,19.0625,,,,
2023-03-07T00:51:53+00:00,390,19.0625,,,,
2023-03-07T00:52:09+00:00,391,19.0625,,,,
2023-03-07T00:52:25+00:00,392,19.0625,,,,
2023-03-07T00:52:41+00:00,393,19.0625,,,,
2023-03-07T00:52:57+00:00,394,19.0625,,,,
2023-03-07T00:53:13+00:00,395,19.0625,,,,
2023-03-07T00:53:29+00:00,396,19.0625,,,,
2023-03-07T00:53:45+00:00,397,19.0625,,,,
2023-03-07T00:54:00+00:00,398,19.0625,,,,
2023-03-07T00:54:16+00:00,399,19.0625,,,,
2023-03-07T00:54:32+00:00,400,19.0625,,,,
2023-03-07T00:54:48+00:00,401,19.0625,,,,
2023-03-07T00:55:04+00:00,402,19.0625,,,,
2023-03-07T00:55:20+00:00,403,19.0625,,,,
2023-03-07T00:55:36+00:00,404,19.0625,,,,
2023-03-07T00:55:52+00:00,405,19.0625,,,,
2023-03-07T00:56:08+00:00,406,19.125,,,,
2023-03-07T00:56:24+00:00,407,19.0625,,,,
2023-03-07T00:56:40+00:00,408,19.125,,,,
2023-03-07T00:56:55+00:00,409,19.125,,,,
2023-03-07T00:57:11+00:00,410,19.125,,,,
2023-03-07T00:57:27+00:00,411,19.125,,,,
2023-03-07T00:57:43+00:00,412,19.125,,,,
2023-03-07T00:57:59+00:00,413,19.125,,,,
2023-03-07T00:58:15+00:00,414,19.125,,,,
2023-03-07T00:58:31+00:00,415,19.125,,,,
2023-03-07T00:58:47+00:00,416,19.0625,,,,
2023-03-07T00:59:03+00:00,417,19.125,,,,
2023-03-07T00:59:19+00:00,418,19.125,,,,
2023-03-07T00:59:35+00:00,419,19.125,,,,
2023-03-07T00:59:51+00:00,420,19.125,,,,
2023-03-07T01:00:06+00:00,421,19.125,,,,
2023-03-07T01:00:22+00:00,422,19.0625,,,,
2023-03-07T01:00:38+00:00,423,19.125,,,,
2023-03-07T01:00:54+00:00,424,19.125,,,,
2023-03-07T01:01:10+00:00,425,19.125,,,,
2023-03-07T01:01:26+00:00,426,19.125,,,,
2023-03-07T01:01:42+00:00,427,19.125,,,,
2023-03-07T01:01:58+00:00,428,19.125,,,,
2023-03-07T01:02:14+00:00,429,19.125,,,,
2023-03-07T01:02:30+00:00,430,19.125,,,,
2023-03-07T01:02:46+00:00,431,19.125,,,,
2023-03-07T01:03:02+00:00,432,19.125,,,,
2023-03-07T01:03:17+00:00,433,19.125,,,,
2023-03-07T01:03:33+00:00,434,19.125,,,,
2023-03-07T01:03:49+00:00,435,19.125,,,,
2023-03-07T01:04:05+00:00,436,19.125,,,,
2023-03-07T01:04:21+00:00,437,19.125,,,,
2023-03-07T01:04:37+00:00,438,19.125,,,,
2023-03-07T01:04:53+00:00,439,19.125,,,,
2023-03-07T01:05:09+00:00,440,19.125,,,,
2023-03-07T01:05:25+00:00,441,19.125,,,,
2023-03-07T01:05:41+00:00,442,19.125,,,,
2023-03-07T01:05:57+00:00,443,19.125,,,,
2023-03-07T01:06:13+00:00,444,19.125,,,,
2023-03-07T01:06:29+00:00,445,19.125,,,,
2023-03-07T01:06:44+00:00,446,19.125,,,,
2023-03-07T01:07:00+00:00,447,19.125,,,,
2023-03-07T01:07:16+00:00,448,19.125,,,,
2023-03-07T01:07:32+00:00,449,19.125,,,,
2023-03-07T01:07:48+00:00,450,19.125,,,,
2023-03-07T01:08:04+00:00,451,19.125,,,,
2023-03-07T01:08:20+00:00,452,19.125,,,,
2023-03-07T01:08:36+00:00,453,19.125,,,,
2023-03-07T01:08:52+00:00,454,19.125,,,,
2023-03-07T01:09:08+00:00,455,19.125,,,,
2023-03-07T01:09:24+00:00,456,19.125,,,,
2023-03-07T01:09:40+00:00,457,19.125,,,,
2023-03-07T01:09:55+00:00,458,19.125,,,,
2023-03-07T01:10:11+00:00,459,19.125,,,,
2023-03-07T01:10:27+00:00,460,19.125,,,,
2023-03-07T01:10:43+00:00,461,19.125,,,,
2023-03-07T01:10:59+00:00,462,19.125,,,,
2023-03-07T01:11:15+00:00,463,19.125,,,,
2023-03-07T01:11:31+00:00,464,19.125,,,,
2023-03-07T01:11:47+00:00,465,19.125,,,,
2023-03-07T01:12:03+00:00,466,19.125,,,,
2023-03-07T01:12:19+00:00,467,19.125,,,,
2023-03-07T01:12:35+00:00,468,19.125,,,,
2023-03-07T01:12:51+00:00,469,19.125,,,,
2023-03-07T01:13:07+00:00,470,19.125,,,,
2023-03-07T01:13:22+00:00,471,19.125,,,,
2023-03-07T01:13:38+00:00,472,19.125,,,,
2023-03-07T01:13:54+00:00,473,19.125,,,,
2023-03-07T01:14:10+00:00,474,19.125,,,,
2023-03-07T01:14:26+00:00,475,19.125,,,,
2023-03-07T01:14:42+00:00,476,19.0625,,,,
2023-03-07T01:14:58+00:00,477,19.125,,,,
2023-03-07T01:15:14+00:00,478,19.125,,,,
2023-03-07T01:15:30+00:00,479,19.125,,,,
2023-03-07T01:15:46+00:00,480,19.125,,,,
2023-03-07T01:16:02+00:00,481,19.125,,,,
2023-03-07T01:16:18+00:00,482,19.0625,,,,
2023-03-07T01:16:33+00:00,483,19.125,,,,
2023-03-07T01:16:49+00:00,484,19.0625,,,,
2023-03-07T01:17:05+00:00,485,19.125,,,,
2023-03-07T01:17:21+00:00,486,19.0625,,,,
2023-03-07T01:17:37+00:00,487,19.125,,,,
2023-03-07T01:17:53+00:00,488,19.0625,,,,
2023-03-07T01:18:09+00:00,489,19.0625,,,,
2023-03-07T01:18:25+00:00,490,19.125,,,,
2023-03-07T01:18:41+00:00,491,19.125,,,,
2023-03-07T01:18:57+00:00,492,19.0625,,,,
2023-03-07T01:19:13+00:00,493,19.125,,,,
2023-03-07T01:19:29+00:00,494,19.0625,,,,
2023-03-07T01:19:44+00:00,495,19.0625,,,,
2023-03-07T01:20:00+00:00,496,19.125,,,,
2023-03-07T01:20:16+00:00,497,19.0625,,,,
2023-03-07T01:20:32+00:00,498,19.0625,,,,
2023-03-07T01:20:48+00:00,499,19.0625,,,,
2023-03-07T01:21:04+00:00,500,19.0625,,,,
2023-03-07T01:21:20+00:00,501,19.0625,,,,
2023-03-07T01:21:36+00:00,502,19.0625,,,,
2023-03-07T01:21:52+00:00,503,19.0625,,,,
2023-03-07T01:22:08+00:00,504,19.0625,,,,
2023-03-07T01:22:24+00:00,505,19.0625,,,,
2023-03-07T01:22:40+00:00,506,19.0625,,,,
2023-03-07T01:22:56+00:00,507,19.0625,,,,
2023-03-07T01:23:11+00:00,508,19.0625,,,,
